Name,Position,Minutes,Minutes/Game,Points/32,Assists/32,Rebounds/32,Steals/32,turnsover/32,Fouls/32
"Hykeem Walton - Sr
Marion County (Buena Vista, GA)","SG, W",652,28.3,14.6,1.1,12.0,1.2,2.4,1.7
"Isaac Simpson - Sr
Papillion-LaVista South (Papillion, NE)",F,571,24.8,14.6,0.7,6.4,0.8,1.3,3.7
"Will Byrd - Sr
Lebanon (IN)","SF, SG",721,28.8,14.6,2.9,4.0,0.9,2.7,2.2
"Thayne Benoit - Sr
Smith Center (KS)",G,511,25.6,14.5,3.1,4.6,1.9,5.3,3.8
"Landen Bruce - Fr
Rainier Christian (Covington, WA)","G, PG",575,27.4,14.5,3.8,6.1,3.8,2.7,0.9
"A'drelin Robinson - 8th
Florida A&M (Tallahassee, FL)",G,498,17.8,14.5,4.1,4.6,2.2,3.7,3.5
"Kai Gamett - Sr
Foothill (Henderson, NV)",SG,348,11.2,14.4,4.0,2.5,1.7,2.3,3.3
"Jelani Clark - Fr
Archbishop Riordan (San Francisco, CA)",F,623,24.0,14.4,3.3,5.0,2.2,2.9,2.7
"Zac Cutler - Sr
Putnam (CT)",G,426,19.4,14.4,2.0,9.0,1.9,2.3,3.6
"Ricky Robinson - Sr
Estrella Foothills (Goodyear, AZ)",PG,669,29.1,14.4,6.9,4.4,,4.2,
"Deng Kuon - Sr
Defender Ministry HomeSchool (Hiawatha, IA)",G,654,21.1,14.4,2.3,7.6,1.8,0.5,2.8
"Nelson Mbongo - So
West Lafayette (IN)",F,432,18.8,14.4,1.9,7.5,1.7,3.3,3.6
"Weston Nolen - Sr
Hamilton (TX)",PG,824,26.6,14.4,2.4,3.8,2.6,4.0,2.2
"Brandon Connor - Sr
Merryville (LA)","G, F",696,26.8,14.3,,4.6,,,4.1
"Brian Thompson - Jr
East Nashville Magnet (Nashville, TN)",,815,26.3,14.3,,9.9,,,2.4
"Malik Morgan - Sr
Hargrave Military Academy (Chatham, VA)","SG, SF",360,12.0,14.3,4.1,9.6,3.4,2.8,3.7
"Dawson Stuart - Jr
Owen J. Roberts (Pottstown, PA)",F,482,24.1,14.3,,6.2,,,
"Dezman Brown - Sr
Elyria (OH)",SF,556,21.4,14.3,5.4,3.9,2.6,2.4,2.0
"Peyton Dubbert - So
Deshler (NE)",,608,26.4,14.3,4.1,3.8,1.3,4.1,2.5
"Tyler Suess - Sr
Brillion (WI)",SF,739,32.1,14.2,0.7,6.9,1.5,2.8,1.9
"Kobe Terashima - Sr
Rocky Mountain (Meridian, ID)","PG, SG",683,25.3,14.2,8.4,7.6,2.2,3.6,2.2
"Bobby Nowak - Jr
Hanover Central (Cedar Lake, IN)",SF,452,21.5,14.2,1.8,4.0,2.3,2.5,3.1
"Griffin Gardoski - So
Arlington (WA)",P,497,22.6,14.2,1.5,,0.5,1.6,3.8
"Clinton Carr - Jr
Bucyrus (OH)",F,539,23.4,14.2,1.7,7.7,1.4,3.1,4.0
"Nick Langston - Sr
Christian Academy of Greater St. Louis (St. Louis, MO)",G,664,24.6,14.2,2.0,7.8,2.8,5.1,3.4
"Marquis Davis - Jr
Florida A&M (Tallahassee, FL)",SF,597,21.3,14.2,2.9,7.7,2.6,4.8,4.0
"Trenton Daughtry - Fr
Wabash (IN)",G,539,23.4,14.1,2.4,4.8,2.6,4.5,2.4
"Justin Boley - Sr
Roy (UT)",,478,21.7,14.1,1.1,9.5,1.1,2.4,5.4
"Luke Stella - Jr
Le Roy (NY)",F,458,19.9,14.1,0.8,5.7,2.0,2.7,3.3
"Damon Davis - Jr
Lakeside (Atlanta, GA)",G,424,19.3,14.1,2.3,4.2,3.8,,3.6
"Luke Seber - Sr
Monrovia (IN)",F,676,26.0,14.1,1.0,7.9,0.9,1.9,2.7
"Wyatt Morrell - Sr
Elk River (MN)",,764,27.3,14.1,3.4,,1.8,1.9,1.7
"Devin Varney - Jr
Belfry (KY)",G,446,15.9,14.1,,,,,
"Isiah Lawson - So
Alameda (Lakewood, CO)",G,478,21.7,14.1,,,,,
Name,none,none,none,none,none,none,none,none,none
"Ty Sparling - Sr
Kokomo (IN)",W,680,27.2,14.0,1.0,5.2,1.0,1.9,2.2
"Jacob Bohler - Jr
Elizabeth (CO)",,359,14.4,14.0,3.3,4.2,1.8,4.4,2.0
"Sam Norton - Jr
Mooresville (IN)",G,508,23.1,14.0,0.9,3.2,0.8,2.8,2.9
"Austin Geno - So
Jumpertown (Booneville, MS)",,799,29.6,14.0,1.9,4.0,1.6,5.1,2.9
"David Staley - Sr
Waterford (CA)","PF, C",473,18.9,13.9,,,,,
"JT LEGE - Jr
Vermilion Catholic (Abbeville, LA)",W,487,19.5,13.9,1.4,6.3,1.2,2.2,4.3
"Jason Norfleet - Jr
Veritas School (Richmond, VA)","F, C",669,29.1,13.9,3.5,10.4,2.3,3.3,1.6
"Canyon Roster - Jr
Le Roy (NY)","G, F",513,23.3,13.9,1.4,6.4,2.2,3.5,3.0
"Angel Garcia - So
Glenwood Springs (CO)",G,461,18.4,13.9,3.0,3.8,1.3,3.5,2.4
"Harrison Creer - Jr
Olympus (Salt Lake City, UT)",,300,13.0,13.9,2.7,,1.0,1.0,3.4
"Javion Johnson - Sr
Florida A&M (Tallahassee, FL)",G,537,19.2,13.8,4.7,6.7,3.3,3.2,2.1
"EJ Jackson - Jr
Chestnut Ridge (New Paris, PA)","G, F",463,21.0,13.8,1.9,7.4,2.1,5.0,3.7
"Kiya Randolph - Jr
Campbell (Smyrna, GA)","F, W",623,22.3,13.8,,11.4,,,
"Solomon Peitz - So
Wakefield (NE)",SF,644,26.8,13.8,4.5,8.2,1.1,3.5,3.3
"Ja'Ontay Foster - Jr
Spanaway Lake (Spanaway, WA)",G,475,19.0,13.8,2.7,4.2,2.8,3.8,2.5
"Ryan Young - Jr
White Castle (LA)","SF, PG",299,8.8,13.8,1.6,9.4,1.9,3.0,3.5
"Cody Butler - So
Philo (Duncan Falls, OH)","SF, SG",552,25.1,13.8,3.0,3.0,2.0,4.6,2.1
"Matt Salah - Sr
The Nueva School (San Mateo, CA)",,511,21.3,13.8,4.4,6.5,2.6,4.9,2.5
"James Barrett - Sr
Stagg (Stockton, CA)","F, C",439,18.3,13.8,0.9,15.1,1.3,2.8,4.3
"Kaden Tollestrup - Sr
Del Norte (San Diego, CA)",SG,665,23.8,13.8,2.2,3.6,1.5,3.0,2.4
"Elisha Williams - Jr
Murrieta Mesa (Murrieta, CA)",G,384,15.4,13.8,1.2,7.7,2.3,2.5,3.1
"Dylan Bradshaw - Sr
Deer Park (TX)",PG,876,25.8,13.7,2.4,,2.0,4.1,3.1
"Princeton Young - Sr
White Castle (LA)",,592,15.6,13.7,3.2,10.8,1.3,3.7,3.7
"Neo Stilson - Jr
Tanque Verde (Tucson, AZ)","G, F",634,24.4,13.7,1.0,6.6,1.3,3.9,3.6
"Eli Pancol - So
Pendleton Heights (Pendleton, IN)","W, G",546,26.0,13.7,2.8,10.5,,3.0,3.7
"Ryan Bormann - So
Lake Travis (Austin, TX)","PG, SG",811,23.2,13.7,2.7,2.4,1.5,2.6,2.3
"Jon Eineman - So
Mooresville (IN)",SF,650,29.5,13.7,1.5,4.1,1.5,4.0,3.3
"Cal zeb Roberson - Sr
Rampart (Colorado Springs, CO)",SG,739,30.8,13.7,3.5,3.6,1.6,2.8,1.9
"Matt Austin - Sr
Central (St. Joseph, MO)","PG, SG",1023,42.6,13.7,1.4,2.3,1.2,1.5,1.3
"Adam Gottschalk - So
Fort Wayne Concordia Lutheran (Fort Wayne, IN)",SG,508,24.2,13.7,1.6,4.3,1.5,3.1,2.0
"John Messer - Sr
Oregon-Davis (Hamlet, IN)","G, PG",842,30.1,13.6,6.7,3.5,4.1,2.2,3.1
"Maxwell Newman - So
Monrovia (IN)",PF,652,25.1,13.6,2.0,13.2,1.6,2.3,3.1
"Wilson Hicks - So
Decatur (TX)",,891,26.2,13.6,3.4,3.6,1.3,1.9,2.7
"Harley Robinson - So
Bucyrus (OH)","F, SG",466,21.2,13.6,3.0,6.1,1.3,3.9,2.5
"Greg Elmore - Jr
Bowen (Chicago, IL)","G, PG",510,25.5,13.6,3.5,6.2,2.9,3.8,2.6
"Billy McClelland - Sr
Hanover Central (Cedar Lake, IN)",,548,23.8,13.5,3.4,8.1,1.9,2.1,3.0
"Ryan Cartaino - Jr
Newbury Park (CA)","PG, SG",593,22.0,13.5,0.7,4.0,1.0,3.1,
"Bobby Walker - Sr
Owen J. Roberts (Pottstown, PA)",G,607,27.6,13.5,3.6,4.9,1.3,1.5,
"Will Winn - Fr
Galloway (Atlanta, GA)",G,432,16.6,13.5,,3.0,,,
"Brandon Vernon - So
Pike (Indianapolis, IN)",W,463,19.3,13.5,1.5,5.3,0.6,1.1,2.7
"Nick Masi - Jr
Estrella Foothills (Goodyear, AZ)",G,672,25.8,13.5,,,,,
"Wyatt Oglesby - Sr
Silver (Silver City, NM)",PF,715,24.7,13.5,0.6,5.9,1.1,2.2,4.0
"Moises Sandoval - Sr
Archbishop Riordan (San Francisco, CA)",F,625,24.0,13.5,1.1,6.0,0.5,2.6,2.2
"Tyler Kuna - Sr
McDowell (Erie, PA)",G,530,23.0,13.5,2.5,4.2,1.3,1.6,3.7
"Jaxon Anderson - So
South Range (Canfield, OH)","SF, SG",454,18.2,13.5,3.4,7.4,3.2,3.0,3.5
"James Harrell - Sr
Boys Town (NE)",,614,22.7,13.4,1.3,13.4,1.3,2.7,2.9
"KRIS CONSTANTINE - Jr
Vermilion Catholic (Abbeville, LA)",G,508,20.3,13.4,2.0,2.8,2.5,2.8,3.7
"Jack Tierney - Jr
Darien (CT)",SF,353,15.3,13.4,,8.3,,,
"Spencer Moes - Jr
Creighton Prep (Omaha, NE)",,501,21.8,13.4,5.9,4.9,2.0,2.9,3.0
"Brandon Chavarria - So
Community Charter (Lakeview Terrace, CA)","G, W",556,24.2,13.4,6.7,7.3,,,
