Name,Position,Minutes,Minutes/Game,Points/32,Assists/32,Rebounds/32,Steals/32,turnsover/32,Fouls/32
"Jaylen Eikenberg - Sr
Rock Canyon (Highlands Ranch, CO)","PG, SG",689,27.6,16.3,5.5,4.3,2.3,3.5,3.3
"Ke'Nazius Black - So
Tarboro (NC)",G,446,24.8,16.3,3.6,,,,
"Parker Lewis - So
Imlay City (MI)",W,352,19.6,16.3,0.9,6.7,0.9,1.5,2.1
"Connor Washington - Sr
Portal (GA)","SF, SG",640,25.6,16.3,2.5,6.3,2.2,4.0,3.5
"Matthew Mackey - Jr
Northwest Rankin (Brandon, MS)","PG, SG",615,22.8,16.2,4.3,,2.7,5.2,3.0
"Alex Ehrman - Sr
Silver Lake (Roseland, NE)",PG,665,28.9,16.2,1.2,3.9,1.4,2.0,2.6
"Dontae Jackson - Sr
Gulfport (MS)",,590,21.1,16.2,,7.1,,,
"Rahim ""sincere"" Whitehead - Sr
Woodland (Stockbridge, GA)","F, C",468,18.0,16.2,,18.2,,,
"Bryce Waterman - Sr
Virginia Episcopal School (Lynchburg, VA)","SF, G",941,30.4,16.2,2.2,4.5,0.3,2.2,1.4
"Nick Witt - Jr
Faith Christian (Roanoke, VA)","F, C",795,27.4,16.2,2.3,11.2,2.6,3.2,3.5
"Michael Tannehill - Jr
Dayspring Academy (Greenbrier, TN)",G,584,27.8,16.2,4.0,8.5,3.5,3.0,1.8
"Bennett Mohn - Sr
Lake Travis (Austin, TX)",SG,1050,27.6,16.2,2.2,4.5,1.8,1.5,1.7
"Tyrek Washington - Sr
Woodland (Stockbridge, GA)","G, F",428,16.5,16.2,,8.3,,,
"Peyton Gray - Sr
Eastern Hancock (Charlottesville, IN)",C,555,24.1,16.1,0.9,9.2,0.6,2.0,3.7
"Hayden Anderson - So
Southeast (Yoder, WY)",G,593,27.0,16.1,,11.7,,,4.6
"Mason Chase - Jr
Desert Hills (St. George, UT)",G,494,22.5,16.1,2.3,5.1,1.6,2.7,4.0
"Jalen Jennings - Sr
South Bend Riley (South Bend, IN)","PG, SG",540,27.0,16.1,5.8,3.4,3.6,2.1,2.0
"Tanner Tollestrup - Jr
Del Norte (San Diego, CA)",,705,25.2,16.1,1.6,6.0,1.4,1.9,2.6
"Sabastian Haidera - Jr
Hoggard (Wilmington, NC)",G,586,20.9,16.1,2.7,3.9,2.3,3.9,3.6
"Sean Austin - So
Kuna (ID)",G,640,26.7,16.1,3.0,5.1,2.1,2.2,2.1
"Keshaun Lazard - So
Northwest (Opelousas, LA)",G,662,22.8,16.1,,5.7,2.9,,
"Jared Peas - Sr
Northfield (Wabash, IN)",W,523,21.8,16.1,,5.3,,4.3,
"Raul Marquez - Jr
Highland (Albuquerque, NM)","G, F",747,28.7,16.1,,6.0,,,
"DeShawn Bartley - Sr
Dillard (Fort Lauderdale, FL)",F,700,26.9,16.0,,3.4,,,
"Michael Forbes Jr. - Jr
Northwest Rankin (Brandon, MS)","SF, PF",367,16.0,16.0,2.4,,2.4,4.8,4.7
"Zach Weber - Sr
La Monte (MO)",C,693,24.8,16.0,0.8,7.9,1.4,3.0,4.2
"Landon Dull - Sr
Lakeland (Deepwater, MO)",,757,25.2,16.0,5.5,5.8,3.5,3.3,1.5
"Cameron Edwards - Jr
Edgewood (MD)","G, G",450,25.0,16.0,,,1.9,5.7,
"Stanley Harley - Jr
Westlake (Waldorf, MD)","PG, SG",461,22.0,16.0,2.7,,3.5,4.7,1.7
"Colton Mallonee - Sr
Perry-Lecompton (Perry, KS)",,620,28.2,15.9,1.7,8.8,1.5,1.4,2.0
"Brett Baty - Sr
Lake Travis (Austin, TX)","PF, SF",913,24.7,15.9,2.2,7.7,2.0,2.1,3.2
"Andrew Kroft - So
Richmond (IN)",,777,31.1,15.9,2.2,3.8,1.5,1.9,2.1
"James Sawyer - Sr
East Texas Christian (Longview, TX)","G, PG",643,26.8,15.9,9.6,5.1,3.7,1.8,2.4
"Chris Robinson - Sr
Pike (Indianapolis, IN)",SF,595,24.8,15.9,4.8,5.2,2.8,2.8,3.4
"Makerere Williams - Sr
Dillard (Fort Lauderdale, FL)","P, W",549,21.1,15.9,,10.0,,,
"Cam Thompson - Sr
Southwest Guilford (High Point, NC)",G,360,11.3,15.9,1.8,2.0,2.0,2.0,2.6
Name,none,none,none,none,none,none,none,none,none
"Ross Cournoyer - So
Merryville (LA)","PG, G",652,26.1,15.9,2.9,2.1,1.9,5.7,2.4
"Liam Mcdonald - Sr
Somerset Berkley Regional (Somerset, MA)","PG, SG",651,31.0,15.9,4.1,6.1,2.0,4.1,2.2
"Wes Madeira - Jr
Greater Cabarrus Stallions (Concord, NC)","SG, PG",599,23.0,15.9,4.4,3.9,1.0,4.4,2.4
"Mitch Mendenhall - Jr
Woodlan (Woodburn, IN)","SF, PF",597,26.0,15.9,1.6,8.3,1.5,3.3,15.9
"Marshall Harrison - Sr
Collinsville (IL)",G,790,25.5,15.8,1.5,5.8,1.5,1.3,1.6
"Aaron Parker - Jr
Hemingway (SC)","PG, SG",453,19.7,15.8,2.7,6.1,1.9,4.7,3.1
"Logan Farner - Sr
Lyons (CO)","SG, SF",530,24.1,15.8,0.5,5.7,0.8,4.9,3.4
"Jarius Gillon - Sr
Westbury Christian (Houston, TX)",G,781,26.0,15.8,4.4,,2.9,3.2,3.0
"Cale Miller - Sr
Cochranton (PA)",C,342,14.9,15.8,0.7,10.0,1.6,2.1,5.1
"Matt Ellett - So
Harvest Christian Academy (Elgin, IL)",G,588,24.5,15.8,0.9,,1.7,3.2,2.1
"Adam Nieves - So
Orange Glen (Escondido, CA)","PG, C",725,25.0,15.8,4.0,10.7,3.6,3.2,3.0
"Elex Banks - Sr
South (Salina, KS)","C, PF",524,25.0,15.8,1.1,7.0,0.9,2.4,3.5
"Kole Royer - Sr
Merryville (LA)",C,760,28.1,15.7,3.9,12.5,1.7,2.9,2.5
"Dirk  Shaw - Jr
Rossville (IN)","PF, PG",567,27.0,15.7,3.6,6.8,1.9,1.5,1.4
"Seydou Ndiaye - Sr
Frankford (Philadelphia, PA)","G, F",730,30.4,15.7,2.5,6.4,0.9,1.5,2.1
"Seth Arroyos - Jr
Capital (Santa Fe, NM)","SF, SG",519,21.6,15.7,2.4,5.4,3.1,3.3,3.5
"Gabriel Harper - Jr
Carter (Strawberry Plains, TN)",PG,847,25.7,15.7,4.9,4.1,1.5,3.9,2.9
"Brady Rose - Sr
Standley Lake (Westminster, CO)",,414,18.0,15.7,,12.6,,4.6,
"Ike Boling - Sr
Franklin County (Frankfort, KY)",PG,623,22.3,15.7,2.2,9.0,2.6,3.0,3.9
"Zane Whitworth - Sr
Macks Creek (MO)",PG,777,28.8,15.7,4.7,3.2,3.1,4.7,2.5
"Treyton Tebbs - So
Cedar City (UT)","SG, PG",636,28.9,15.6,2.6,2.0,1.3,2.4,2.0
"Cory Gohl - Sr
Rocklin (CA)",SG,720,21.8,15.6,3.8,4.7,1.9,2.2,2.6
"Michael Hahn - Sr
PCHA (Naperville, IL)",G,849,28.3,15.6,4.7,5.6,4.5,2.6,2.0
"Ryan Morgan - Jr
Lompoc (CA)",F,639,25.6,15.6,2.8,10.5,1.6,3.2,
"Kolby Lathrop - Jr
Ironwood Ridge (Tucson, AZ)","F, G",420,23.3,15.6,2.7,11.0,3.0,4.2,4.3
"Jonah Wolters - Jr
Wichita Defenders (Wichita, KS)","SF, PF",822,26.5,15.6,4.2,10.4,1.7,0.5,2.1
"Willem Nielsen - Sr
Brooklyn Tech (Brooklyn, NY)",,648,29.5,15.6,4.0,4.2,,,
"Landon Morris - So
Hamilton Southeastern (Fishers, IN)",F,394,16.4,15.6,1.5,7.9,,,3.9
"John Garrett - Sr
Groves (Beverly Hills, MI)",G,464,23.2,15.6,2.0,5.2,0.0,3.0,1.0
"Trevor Cook - Sr
Knightstown (IN)",SF,536,25.5,15.6,,11.8,,2.3,
"Carter Howland - Sr
Kellogg (Delton, MI)",,479,24.0,15.6,3.9,3.7,3.7,3.0,2.1
"Jay Saunders - Jr
Omaha South (Omaha, NE)",PG,835,30.9,15.6,2.9,5.8,2.5,3.2,2.7
"Chris Smith - Sr
Lincoln (Stockton, CA)",G,356,13.7,15.6,,,,,
"Aaman Soma - Sr
Beckman (Irvine, CA)","W, P",632,22.6,15.5,2.1,13.9,1.0,2.9,
"Shad Sauvage - Fr
James Monroe (Lindside, WV)",,698,30.3,15.5,2.9,3.1,2.2,2.2,2.4
"Bradley Davis - So
Shepherd (TX)",C,865,23.4,15.5,1.3,12.5,2.1,4.1,3.6
"Alain Gonda - Sr
Phillipsburg (NJ)","SG, PG",651,24.1,15.5,,,,,
"Luke Lane - Sr
Western Grove (AR)",,853,24.4,15.5,1.7,9.1,1.9,1.7,2.5
"Sawyer Stoltz - Sr
Huntington North (Huntington, IN)",F,734,27.2,15.5,,6.8,,,
"Wal Chuol - Jr
Omaha North (Omaha, NE)",G,561,25.5,15.5,1.5,4.7,0.9,2.8,2.2
"Hayden Workman - Jr
Quinton (OK)",C,640,24.6,15.5,3.3,10.3,1.1,3.7,3.9
"Jake Curnow - Sr
Lakeland (Jermyn, PA)","G, F",589,25.6,15.5,2.0,9.8,1.2,3.3,2.8
"Stephen Shell - Sr
Grace Academy (Georgetown, TX)",G,463,27.2,15.5,2.0,7.9,3.0,5.0,3.7
"Drekari Jones - Jr
Toombs County (Lyons, GA)","SF, SG",650,24.1,15.5,,7.9,,,
"Mabor Majak - Jr
Hamilton Southeastern (Fishers, IN)",C,437,17.5,15.5,,10.4,,3.1,3.7
"Ijomah Ezuma - So
Hargrave Military Academy (Chatham, VA)",,518,20.7,15.4,1.6,11.3,1.2,2.5,4.3
"Jordan Wilkins - Sr
West Chicago (IL)","PG, SG",885,28.5,15.4,2.3,4.2,1.4,2.8,2.0
"Tanner Fox - Sr
Cochranton (PA)",SF,367,18.4,15.4,3.3,6.8,3.0,2.1,3.9
"Deontae Mavin - Jr
P.K. Yonge (Gainesville, FL)","SG, SF",374,13.4,15.4,1.5,2.7,1.5,2.2,4.9
"Brandon Deravine - Sr
Campbell (Smyrna, GA)","W, SF",719,28.8,15.4,,11.6,,3.9,3.0
